doc,line,file,pred,gt,cer,time_ms
31457557ed859659054044d6c20746ba,16,31457557ed859659054044d6c20746ba_linea_16.jpg,de mi alma el capitán soy.,de mi alma el capitán soy.,0.000000,854.7
75a49491ceba7d628c74e19df744fd02,1,75a49491ceba7d628c74e19df744fd02_linea_01.jpg,A la noche.,A la noche.,0.000000,608.1
75a49491ceba7d628c74e19df744fd02,2,75a49491ceba7d628c74e19df744fd02_linea_02.jpg,"Noche fabricadora de embelecos,","Noche fabricadora de embelesos,",0.032258,1008.4
75a49491ceba7d628c74e19df744fd02,3,75a49491ceba7d628c74e19df744fd02_linea_03.jpg,"loca, magimativa, quimerista,","loca, imaginativa, quimerista,",0.066667,993.1
75a49491ceba7d628c74e19df744fd02,4,75a49491ceba7d628c74e19df744fd02_linea_04.jpg,"que muestidos al que entre su bien conquista,","que muestras al que en ti su bien conquista,",0.136364,1198.4
75a49491ceba7d628c74e19df744fd02,5,75a49491ceba7d628c74e19df744fd02_linea_05.jpg,los montes llaños y los mares secos;,los montes llanos y los mares secos;,0.027778,1294.5
75a49491ceba7d628c74e19df744fd02,6,75a49491ceba7d628c74e19df744fd02_linea_06.jpg,"habitadora de celebros huecos,","habitadora de celebros huecos,",0.000000,912.2
75a49491ceba7d628c74e19df744fd02,7,75a49491ceba7d628c74e19df744fd02_linea_07.jpg,"necíanica, filósofa, alquimista,","mecánica, filósofa, alquimista,",0.096774,1263.9
75a49491ceba7d628c74e19df744fd02,8,75a49491ceba7d628c74e19df744fd02_linea_08.jpg,"encubridora vil, línce sin vista,","encubridora vil, lince sin vista,",0.030303,1144.5
75a49491ceba7d628c74e19df744fd02,9,75a49491ceba7d628c74e19df744fd02_linea_09.jpg,espantadiza de tus mismos ecos;,espantadiza de tus mismos ecos;,0.000000,1137.9
75a49491ceba7d628c74e19df744fd02,10,75a49491ceba7d628c74e19df744fd02_linea_10.jpg,"La sombra, el miedo, el mal se te atribuya,","la sombra, el miedo, el mal se te atribuya,",0.023256,1519.2
75a49491ceba7d628c74e19df744fd02,11,75a49491ceba7d628c74e19df744fd02_linea_11.jpg,"solicita, poeta, enferma, feía,","solicita, poeta, enferma, fría,",0.032258,1134.1
75a49491ceba7d628c74e19df744fd02,12,75a49491ceba7d628c74e19df744fd02_linea_12.jpg,manos del braro y piel del fugitivo.,manos del bravo y pies del fugitivo.,0.055556,1123.7
75a49491ceba7d628c74e19df744fd02,13,75a49491ceba7d628c74e19df744fd02_linea_13.jpg,"Que vele o duerma, media vida es tuya;","Que vele o duerma, media vida es tuya;",0.000000,1218.0
75a49491ceba7d628c74e19df744fd02,14,75a49491ceba7d628c74e19df744fd02_linea_14.jpg,"si velo, te lo pago con el día,","si velo, te lo pago con el día,",0.000000,1050.6
75a49491ceba7d628c74e19df744fd02,15,75a49491ceba7d628c74e19df744fd02_linea_15.jpg,"y si duermo, no siento lo que virro.","y si duermo, no siento lo que vivo.",0.057143,1284.7
75a49491ceba7d628c74e19df744fd02,16,75a49491ceba7d628c74e19df744fd02_linea_16.jpg,Soneto de Lope de Vega.,Soneto de Lope de Vega.,0.000000,835.5
7816b414e2c3010ee053b94178403e4c,2,7816b414e2c3010ee053b94178403e4c_linea_02.jpg,Sí para recobrar lo recobrado,Si para recobrar lo recobrado,0.034483,1004.7
7816b414e2c3010ee053b94178403e4c,3,7816b414e2c3010ee053b94178403e4c_linea_03.jpg,"debí perder primero lo perdido,","debí perder primero lo perdido,",0.000000,1055.6
7816b414e2c3010ee053b94178403e4c,4,7816b414e2c3010ee053b94178403e4c_linea_04.jpg,si pára conseguir lo conseguido,si para conseguir lo conseguido,0.032258,992.9
7816b414e2c3010ee053b94178403e4c,5,7816b414e2c3010ee053b94178403e4c_linea_05.jpg,"tuve que soportar lo soportado,","tuve que soportar lo soportado,",0.000000,1046.2
7816b414e2c3010ee053b94178403e4c,6,7816b414e2c3010ee053b94178403e4c_linea_06.jpg,sí para estar ahora enamerado,si para estar ahora enamorado,0.068966,861.2
7816b414e2c3010ee053b94178403e4c,7,7816b414e2c3010ee053b94178403e4c_linea_07.jpg,"fue menester haber estado herido,","fué menester haber estado herido,",0.030303,849.9
7816b414e2c3010ee053b94178403e4c,8,7816b414e2c3010ee053b94178403e4c_linea_08.jpg,"tengo por bien sufrido lo sufrido,","tengo por bien sufrido lo sufrido,",0.000000,1128.4
7816b414e2c3010ee053b94178403e4c,9,7816b414e2c3010ee053b94178403e4c_linea_09.jpg,tengo por bien llbrado lo llorado.,tengo por bien llorado lo llorado.,0.029412,1044.8
7816b414e2c3010ee053b94178403e4c,10,7816b414e2c3010ee053b94178403e4c_linea_10.jpg,Porque destrues de todo he comprobado,Porque después de todo he comprobado,0.083333,1126.8
7816b414e2c3010ee053b94178403e4c,11,7816b414e2c3010ee053b94178403e4c_linea_11.jpg,que no se coza bien de lo gozado,que no se goza bien de lo gozado,0.031250,1037.7
7816b414e2c3010ee053b94178403e4c,12,7816b414e2c3010ee053b94178403e4c_linea_12.jpg,sino después de haberlo padecido.,sino después de haberlo padecido.,0.000000,931.8
7816b414e2c3010ee053b94178403e4c,13,7816b414e2c3010ee053b94178403e4c_linea_13.jpg,Porque después de todo he comprendido,Porque después de todo he comprendido,0.000000,976.8
7816b414e2c3010ee053b94178403e4c,14,7816b414e2c3010ee053b94178403e4c_linea_14.jpg,por lo que el árbol tiene de florido,por lo que el árbol tiene de florido,0.000000,991.0
7816b414e2c3010ee053b94178403e4c,15,7816b414e2c3010ee053b94178403e4c_linea_15.jpg,vive de lo que tiene sepultado.,vive de lo que tiene sepultado.,0.000000,982.9
8e24279aece0f6ce7d0ca803a70c1538,1,8e24279aece0f6ce7d0ca803a70c1538_linea_01.jpg,¡ famás te he amado tanto como en,¡Jamás te he amado tanto como en,0.062500,1217.9
8e24279aece0f6ce7d0ca803a70c1538,2,8e24279aece0f6ce7d0ca803a70c1538_linea_02.jpg,este momento!,este momento!,0.000000,638.7
8e24279aece0f6ce7d0ca803a70c1538,3,8e24279aece0f6ce7d0ca803a70c1538_linea_03.jpg,"Este aire dulce y tibio me exaspera,",Este aire dulce y tibio me exaspera;,0.027778,1523.4
8e24279aece0f6ce7d0ca803a70c1538,4,8e24279aece0f6ce7d0ca803a70c1538_linea_04.jpg,este aire que rcorre todo el apartamiento,este aire que recorre todo el apartamiento,0.023810,1280.1
8e24279aece0f6ce7d0ca803a70c1538,5,8e24279aece0f6ce7d0ca803a70c1538_linea_05.jpg,esparciendo la primavera.,esparciendo la primavera.,0.000000,915.4
8e24279aece0f6ce7d0ca803a70c1538,6,8e24279aece0f6ce7d0ca803a70c1538_linea_06.jpg,imo te quiero ! Sutro y deseo,¡No te quiero! ¡Sufro y deseo,0.172414,1129.9
8e24279aece0f6ce7d0ca803a70c1538,7,8e24279aece0f6ce7d0ca803a70c1538_linea_07.jpg,que tú sufras allí otro tanto...,que tú sufras allí otro tanto...,0.000000,1172.9
8e24279aece0f6ce7d0ca803a70c1538,8,8e24279aece0f6ce7d0ca803a70c1538_linea_08.jpg,"Sé que todo esto es tonto, antipática y leo...","Sé que todo esto es tonto, antipático y feo...",0.043478,1882.8
8e24279aece0f6ce7d0ca803a70c1538,9,8e24279aece0f6ce7d0ca803a70c1538_linea_09.jpg,¡Pero no sabes cuánto te adoro! ¡ Guinto!,¡Pero no sabes cuánto te adoro! ¡Cuánto!,0.075000,1996.3
8e24279aece0f6ce7d0ca803a70c1538,10,8e24279aece0f6ce7d0ca803a70c1538_linea_10.jpg,¡ Cuánto...,¡Cuánto!...,0.181818,738.1
8e24279aece0f6ce7d0ca803a70c1538,11,8e24279aece0f6ce7d0ca803a70c1538_linea_11.jpg,"¡ Ahh , si tú me extrañaras !... Démo, me","¡Ah, si tú me extrañaras!... Cómo, me",0.162162,1504.1
8e24279aece0f6ce7d0ca803a70c1538,13,8e24279aece0f6ce7d0ca803a70c1538_linea_13.jpg,Así la aimavera te causaría tristeza.,Así la primavera te causaría tristeza...,0.100000,1191.1
8e24279aece0f6ce7d0ca803a70c1538,14,8e24279aece0f6ce7d0ca803a70c1538_linea_14.jpg,y hasta me alcgraría,y hasta me alegraría,0.050000,845.8
8e24279aece0f6ce7d0ca803a70c1538,15,8e24279aece0f6ce7d0ca803a70c1538_linea_15.jpg,que te doliera un poco la cabeza.,que te doliera un poco la cabeza.,0.000000,1529.8
8e24279aece0f6ce7d0ca803a70c1538,16,8e24279aece0f6ce7d0ca803a70c1538_linea_16.jpg,"Poema original de Paul Geraldy,",Poema original de Paul Geraldy.,0.032258,818.1
a9f70c62c032ac34a581c0a36258fb1b,2,a9f70c62c032ac34a581c0a36258fb1b_linea_02.jpg,"Desmayarse, atreverse, estar furioso,","Desmayarse, atreverse, estar furioso,",0.000000,1192.2
a9f70c62c032ac34a581c0a36258fb1b,3,a9f70c62c032ac34a581c0a36258fb1b_linea_03.jpg,"áspec tiempo, liberal, esquino","áspero, tierno, liberal, esquivo,",0.212121,878.8
a9f70c62c032ac34a581c0a36258fb1b,4,a9f70c62c032ac34a581c0a36258fb1b_linea_04.jpg,"alentado, mortal, dijonto, vivo,","alentado, mortal, difunto, vivo,",0.062500,1104.9
a9f70c62c032ac34a581c0a36258fb1b,5,a9f70c62c032ac34a581c0a36258fb1b_linea_05.jpg,"leal , traidor, cobarde y animoso;","leal, traidor, cobarde y animoso;",0.030303,1241.8
a9f70c62c032ac34a581c0a36258fb1b,6,a9f70c62c032ac34a581c0a36258fb1b_linea_06.jpg,no hallar fuera del bien centro y resoso.,"no hallar fuera del bien centro y reposo,",0.048780,1175.2
a9f70c62c032ac34a581c0a36258fb1b,7,a9f70c62c032ac34a581c0a36258fb1b_linea_07.jpg,"mostrarse blegre, triste, humilde, altivo.","mostrarse alegre, triste, humilde, altivo,",0.047619,1329.6
a9f70c62c032ac34a581c0a36258fb1b,8,a9f70c62c032ac34a581c0a36258fb1b_linea_08.jpg,"enopado, valiente, fugitivo.","enojado, valiente, fugitivo,",0.071429,985.1
a9f70c62c032ac34a581c0a36258fb1b,9,a9f70c62c032ac34a581c0a36258fb1b_linea_09.jpg,"satisfecho, ofendido, recélaso;","satisfecho, ofendido, receloso;",0.064516,1189.0
a9f70c62c032ac34a581c0a36258fb1b,10,a9f70c62c032ac34a581c0a36258fb1b_linea_10.jpg,"vivir el restro al claro desengaño,","huir el rostro al claro desengaño,",0.117647,1100.1
a9f70c62c032ac34a581c0a36258fb1b,11,a9f70c62c032ac34a581c0a36258fb1b_linea_11.jpg,"beber veneno por licor suade,","beber veneno por licor suave,",0.034483,971.9
a9f70c62c032ac34a581c0a36258fb1b,12,a9f70c62c032ac34a581c0a36258fb1b_linea_12.jpg,"olvidar el provecho, amar el daño;","olvidar el provecho, amar el daño;",0.000000,1093.0
a9f70c62c032ac34a581c0a36258fb1b,13,a9f70c62c032ac34a581c0a36258fb1b_linea_13.jpg,"creer que un cielo en un infierno cabe,","creer que un cielo en un infierno cabe,",0.000000,2016.3
a9f70c62c032ac34a581c0a36258fb1b,14,a9f70c62c032ac34a581c0a36258fb1b_linea_14.jpg,dar la vida y el alma a un desengaño;,dar la vida y el alma a un desengaño;,0.000000,1223.6
a9f70c62c032ac34a581c0a36258fb1b,15,a9f70c62c032ac34a581c0a36258fb1b_linea_15.jpg,"esto es amor, quien lo probó lo sabe.","esto es amor, quien lo probó lo sabe.",0.000000,1316.7
a9f70c62c032ac34a581c0a36258fb1b,16,a9f70c62c032ac34a581c0a36258fb1b_linea_16.jpg,Poema original de tope de Vega.,Poema original de Lope de Vega.,0.032258,914.2
addf4bd7b20b0494c195a416eb785582,3,addf4bd7b20b0494c195a416eb785582_linea_03.jpg,De necesito . De admiro.,Te necesito. Te admiro.,0.130435,1108.4
addf4bd7b20b0494c195a416eb785582,5,addf4bd7b20b0494c195a416eb785582_linea_05.jpg,Oje deseo. De quiero,Te deseo. Te quiero,0.157895,884.7
addf4bd7b20b0494c195a416eb785582,6,addf4bd7b20b0494c195a416eb785582_linea_06.jpg,Podremos pelear.,podremos pelear.,0.062500,776.8
addf4bd7b20b0494c195a416eb785582,7,addf4bd7b20b0494c195a416eb785582_linea_07.jpg,Estar enójados,Estar enojados,0.071429,704.6
addf4bd7b20b0494c195a416eb785582,8,addf4bd7b20b0494c195a416eb785582_linea_08.jpg,"Pero nada, na cambia","Pero nada, no cambia",0.050000,711.2
addf4bd7b20b0494c195a416eb785582,9,addf4bd7b20b0494c195a416eb785582_linea_09.jpg,una verdad . . .,una verdad...,0.230769,647.5
addf4bd7b20b0494c195a416eb785582,13,addf4bd7b20b0494c195a416eb785582_linea_13.jpg,y en las malas.,y en las malas.,0.000000,779.7
c1aaeaeda01e5eb5e177e1032f6a7ebc,1,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_01.jpg,"De tres cosas soy esclaro,","De tres cosas soy esclavo,",0.038462,1112.8
c1aaeaeda01e5eb5e177e1032f6a7ebc,2,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_02.jpg,"de mi bella dáma, de los librps y del buen vino.","de mi bella dama, de los libros y del buen vino.",0.041667,1825.0
c1aaeaeda01e5eb5e177e1032f6a7ebc,3,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_03.jpg,"Si me falta el vino, leería más libros y en ella","Si me falta el vino, leería más libros y en ella",0.000000,1512.7
c1aaeaeda01e5eb5e177e1032f6a7ebc,4,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_04.jpg,embriagaría la realidad de mis sentidos.,embriagará la realidad de mis sentidos.,0.051282,1109.5
c1aaeaeda01e5eb5e177e1032f6a7ebc,5,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_05.jpg,"Si me faltan los libros, niego el vino en ella","Si me faltan los libros, riego el vino en ella",0.021739,1345.3
c1aaeaeda01e5eb5e177e1032f6a7ebc,6,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_06.jpg,y con mi bosa le dibyjaría todas las letras.,y con mi boca le dibujaría todas las letras.,0.045455,1341.3
c1aaeaeda01e5eb5e177e1032f6a7ebc,7,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_07.jpg,"Poro si me falta ella, entoneos,","Pero si me falta ella, entonces,",0.093750,1051.9
c1aaeaeda01e5eb5e177e1032f6a7ebc,8,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_08.jpg,"familia el último vino, boería el último libro","tomaría el último vino, leería el último libro",0.152174,1196.8
c1aaeaeda01e5eb5e177e1032f6a7ebc,9,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_09.jpg,y escribinía estes últimas letras:,y escribiría estas últimas letras:,0.058824,1038.2
c1aaeaeda01e5eb5e177e1032f6a7ebc,10,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_10.jpg,""" Aquí muere un buen amante de los libras","""Aquí muere un buen amante de los libros",0.050000,1192.3
c1aaeaeda01e5eb5e177e1032f6a7ebc,11,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_11.jpg,que acabo con los buenas viros,que acabó con los buenos vinos,0.100000,1122.4
c1aaeaeda01e5eb5e177e1032f6a7ebc,12,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_12.jpg,de todas las bodellas,de todas las botellas,0.047619,712.9
c1aaeaeda01e5eb5e177e1032f6a7ebc,13,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_13.jpg,porque ya no tiene nada,porque ya no tiene nada,0.000000,655.2
c1aaeaeda01e5eb5e177e1032f6a7ebc,14,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_14.jpg,"porque ya no tiene a ella""","porque ya no tiene a ella""",0.000000,789.4
c1aaeaeda01e5eb5e177e1032f6a7ebc,15,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_15.jpg,- Acción junética-,- ACCIÓN JULIÉTICA -,0.750000,856.2
c1aaeaeda01e5eb5e177e1032f6a7ebc,16,c1aaeaeda01e5eb5e177e1032f6a7ebc_linea_16.jpg,( CAPTAS DE AMORE ),(CARTAS DE AMOR),0.250000,788.8
d39e48324d7d1479e2742d15e284a2af,3,d39e48324d7d1479e2742d15e284a2af_linea_03.jpg,u los servicios y se la obre seprimentación-,de los servicios y de la obra de pavimentación.-,0.187500,1317.4
d39e48324d7d1479e2742d15e284a2af,4,d39e48324d7d1479e2742d15e284a2af_linea_04.jpg,Que en el Inscupuato General en Gaits as le administratecións limaal numsquide,Que en el Presupuesto General de Gastos de la administración comunal reconducido,0.350000,2404.4
d39e48324d7d1479e2742d15e284a2af,5,d39e48324d7d1479e2742d15e284a2af_linea_05.jpg,para el Gincinio 1983 a strain. es le Ovdanza ». Sosfes se enventa funicta mes-,para el Ejercicio 1.986 a través de la Ordenanza N.º 356/86 se encuentra prevista una,0.435294,2569.8
d39e48324d7d1479e2742d15e284a2af,6,d39e48324d7d1479e2742d15e284a2af_linea_06.jpg,partido en Oróste adúdor el para bugrimo en bafita que es fotorá-a la enscación,partida de crédito adicional para Erogaciones de Capital que se afectará a la creación,0.453488,2607.3
d39e48324d7d1479e2742d15e284a2af,7,d39e48324d7d1479e2742d15e284a2af_linea_07.jpg,de le fastida fueupuertoria espezifica. que elude le esozoción presente. —,de la partida presupuestaria específica que atienda la erogación proyectada.-,0.376623,2039.7
d39e48324d7d1479e2742d15e284a2af,8,d39e48324d7d1479e2742d15e284a2af_linea_08.jpg,Sue finan eineramente es cuentans con fondos disponibles que puedes us efutado,Que financieramente se cuentan con fondos disponibles que pueden ser afectados,0.192308,2026.3
d39e48324d7d1479e2742d15e284a2af,9,d39e48324d7d1479e2742d15e284a2af_linea_09.jpg,el page de la unidad a adpuluis a los que es sumeréns los resource que inguasía,al pago de la unidad a adquirir a los que se sumarán los recursos que ingresarán,0.275000,2386.9
d39e48324d7d1479e2742d15e284a2af,10,d39e48324d7d1479e2742d15e284a2af_linea_10.jpg,pe ádiosamente por el sobre as le límate es 1961 as la tuve Gaul es dumbe deh-,próximamente por el cobro del 1º bimestre de 1.986 de la Tasa General de Inmuebles Urba-,0.522727,2199.0
d39e48324d7d1479e2742d15e284a2af,11,d39e48324d7d1479e2742d15e284a2af_linea_11.jpg,nos que desmátérán avfoezas la fuento inemiés-,nos que permitirán sufragar la fuente inversión.-,0.346939,1647.1
d39e48324d7d1479e2742d15e284a2af,12,d39e48324d7d1479e2742d15e284a2af_linea_12.jpg,Por tído ello y en uno su las facultida que le confiem las dega en vijería,Por todo ello y en uso de las facultades que le confieren las leyes en vigencia,0.227848,2168.4
ddb6db36025f820403e57ae9989e3a94,1,ddb6db36025f820403e57ae9989e3a94_linea_01.jpg,Tresada Yolanda,Presada Yolanda,0.066667,555.3
ddb6db36025f820403e57ae9989e3a94,3,ddb6db36025f820403e57ae9989e3a94_linea_03.jpg,Entía quees más es perfectos,Então quais são os projectos,0.392857,895.4
ddb6db36025f820403e57ae9989e3a94,4,ddb6db36025f820403e57ae9989e3a94_linea_04.jpg,para este arno? En pretendo,para este anno? Eu pretendo,0.074074,801.4
ddb6db36025f820403e57ae9989e3a94,5,ddb6db36025f820403e57ae9989e3a94_linea_05.jpg,is abi en Séterios si Duns,ir ahi en Setembro si Deus,0.346154,979.5
ddb6db36025f820403e57ae9989e3a94,9,ddb6db36025f820403e57ae9989e3a94_linea_09.jpg,"mito Ski. "" O Sabreun di Diablo","mito ski. ""O Sabrem du Diabli""",0.233333,1059.4
ddb6db36025f820403e57ae9989e3a94,10,ddb6db36025f820403e57ae9989e3a94_linea_10.jpg,14 está aquí a no entrainement.,já está aqui e no entrainement.,0.129032,976.1
ddb6db36025f820403e57ae9989e3a94,11,ddb6db36025f820403e57ae9989e3a94_linea_11.jpg,Muitas randados a si e ao,Muitas saudades a si e ao,0.120000,902.7
ddb6db36025f820403e57ae9989e3a94,12,ddb6db36025f820403e57ae9989e3a94_linea_12.jpg,jaime. Atífa ca?,Jaime. Até por cá?,0.388889,776.1
ddb6db36025f820403e57ae9989e3a94,13,ddb6db36025f820403e57ae9989e3a94_linea_13.jpg,Un abraco de,Um abraço de,0.166667,657.0
e7c8c5a192b46e80235c0bcbd78c8be7,1,e7c8c5a192b46e80235c0bcbd78c8be7_linea_01.jpg,Me eronové de ti porque fuistes tú quien me hizo sentir como,Me enamoré de ti porque fuistes tú quien me hizo sentir cosas,0.114754,2394.7
e7c8c5a192b46e80235c0bcbd78c8be7,2,e7c8c5a192b46e80235c0bcbd78c8be7_linea_02.jpg,"que ningura otra persona Me heba hecho ernbr, y aguikecio que seas tú.","que ninguna otra persona me había hecho sentir, y agradezco que seas tú.",0.180556,2400.4
e7c8c5a192b46e80235c0bcbd78c8be7,3,e7c8c5a192b46e80235c0bcbd78c8be7_linea_03.jpg,"Me enúmore de tu forma de ser , de tuesunta, de lo que nuestros y de","Me enamoró de tu forma de ser, de tu esencia, de lo que muestros y de",0.115942,2045.4
e7c8c5a192b46e80235c0bcbd78c8be7,4,e7c8c5a192b46e80235c0bcbd78c8be7_linea_04.jpg,"lo que cuardes también . Te amo así como ens, sin cumberte nada, con","lo que escondes también. Te amo así como eres, sin cambiarte nada, con",0.157143,1913.2
e7c8c5a192b46e80235c0bcbd78c8be7,5,e7c8c5a192b46e80235c0bcbd78c8be7_linea_05.jpg,"lo basno que no vos y lo malo que dices tener Porque un dada parte hija,","lo bueno que no ves y lo malo que dices tener. Porque en cada parte tuya,",0.123288,2213.6
e7c8c5a192b46e80235c0bcbd78c8be7,6,e7c8c5a192b46e80235c0bcbd78c8be7_linea_06.jpg,"incheso la mas calada, huy algo que me hace vdivorte a esogen.","incluso la más callada, hay algo que me hace volverte a escoger.",0.156250,1922.9
e7c8c5a192b46e80235c0bcbd78c8be7,7,e7c8c5a192b46e80235c0bcbd78c8be7_linea_07.jpg,"los ogos . Nose que trenen, pero me atrapan, son el lugar donde stamper","Tus ojos... No sé qué tienen, pero me atrapan, son el lugar donde siempre",0.178082,1866.9
e7c8c5a192b46e80235c0bcbd78c8be7,8,e7c8c5a192b46e80235c0bcbd78c8be7_linea_08.jpg,"grows volver. Y tu voe . . Es ese ve figigue me calma, ese sandoge no me","quiero volver. Y tu voz... es ese refugio que me calma, ese sonido que no me",0.276316,2273.7
e7c8c5a192b46e80235c0bcbd78c8be7,9,e7c8c5a192b46e80235c0bcbd78c8be7_linea_09.jpg,"Couso de quevor Me asista la Numera en que te amo, porque es tan fast","causa de querer. Me asusta la manera en que te amo, porque es tan fuert",0.183099,1796.6
e7c8c5a192b46e80235c0bcbd78c8be7,10,e7c8c5a192b46e80235c0bcbd78c8be7_linea_10.jpg,"que no sé arphora, es como si antes de ti no hubiva pasado nada y desp","que no sé explicar, es como si antes de ti no hubiera pasado nada y desp",0.111111,1863.6
e7c8c5a192b46e80235c0bcbd78c8be7,11,e7c8c5a192b46e80235c0bcbd78c8be7_linea_11.jpg,"de t. . ya no cristancia nada más . Te amo, más de lo que las palebuss","de ti... ya no existiera nada más. Te amo, más de lo que las palabras",0.173913,1978.9
e7c8c5a192b46e80235c0bcbd78c8be7,12,e7c8c5a192b46e80235c0bcbd78c8be7_linea_12.jpg,"purden decir, más de lo que yo miama logro entendav . Ysi algús día","pueden decir, más de lo que yo misma logro entender. Y si algún día",0.104478,2145.6
e7c8c5a192b46e80235c0bcbd78c8be7,13,e7c8c5a192b46e80235c0bcbd78c8be7_linea_13.jpg,"dudos de lo que ares para mi ... míname , y lo ves a saba.","dudas de lo que eres para mí... Mírame, y lo vas a saber.",0.175439,1873.1
e7c8c5a192b46e80235c0bcbd78c8be7,15,e7c8c5a192b46e80235c0bcbd78c8be7_linea_15.jpg,todo . en este mundo y en valquier lugar.,todo... en este mundo y en cualquier lugar.,0.093023,1205.0
